Tran_Date,Account,Tran_Amt,Merchant
4/5/2022,12053,58.04,CELEBRITY CRUISES
4/5/2022,12594,104.17,GAP KIDS
4/5/2022,13202,150.84,Wayfair.com
4/5/2022,13699,36.94,KIDS FOOT LOCKER
4/5/2022,13894,100.44,MIRAVAL RESORT & SPA
4/5/2022,14736,52.35,CHARITY CHOICE
4/6/2022,12594,54.41,JCPENNEY
4/6/2022,12594,133.79,ZAPPOS.COM
4/6/2022,13202,134.05,BASS PRO SHOPS
4/6/2022,14736,8.64,CHAMPS
4/6/2022,14736,197.27,Vegepod
4/6/2022,15022,232.28,HOMEGOODS
4/6/2022,15191,6.44,Crate and Kids
4/6/2022,18637,11.3,UNIQUE TRAVEL CORP.
4/6/2022,19532,16.85,ZAPPOS.COM
4/7/2022,11066,31.28,OLD NAVY
4/7/2022,13202,10.07,CHARITY CHOICE
4/7/2022,13894,38.71,TOURNEAU WATCHES
4/7/2022,17938,62.43,SAKS OFF 5TH
4/8/2022,11066,9.55,AMERICAN EAGLE
4/8/2022,12594,29.86,CHAMPS
4/8/2022,15191,116.86,PRO AM GOLF USA
4/8/2022,18637,100.14,SEPHORA
4/8/2022,19532,8.85,HOMEGOODS
4/8/2022,19532,22.66,COST PLUS WORLD MARKET
4/8/2022,19532,57.01,NIKE
4/9/2022,11066,67.11,SHI BY JOURNEYS
4/9/2022,12594,173.75,SIERRA
4/9/2022,13202,294.17,SHUTTERFLY
4/9/2022,13894,11.27,AMERICAN EAGLE
4/9/2022,15022,102.14,PRO AM GOLF USA
4/9/2022,17622,70.17,Wayfair.com
4/9/2022,18789,50.97,Wayfair.com
4/9/2022,18789,54.41,Crate and Kids
4/9/2022,18789,462,ZAPPOS.COM
4/10/2022,17938,31.87,MARSHALLS
4/10/2022,19202,121.09,FOOT LOCKER
4/10/2022,19532,82.6,NEIMAN MARCUS
4/11/2022,11737,11.46,FAMOUS FOOTWEAR
4/11/2022,13202,142.1,TRIPGIFT
4/11/2022,13699,188.54,GO PLAY GOLF
4/11/2022,15022,8.32,EXPRESS/EXPRESS MEN
4/11/2022,19548,146.89,SAKS FIFTH AVENUE
4/12/2022,11737,76.84,PBTEEN
4/12/2022,14447,80.84,FRONTGATE
4/12/2022,15191,6.75,CABELAS
4/12/2022,18637,191.27,WILLIAMS-SONOMA
4/12/2022,18789,7.21,CABELAS
4/12/2022,19532,87.92,POTTERY BARN
4/13/2022,12053,586.74,EXPRESS/EXPRESS MEN
4/13/2022,13699,24.27,MARSHALLS
4/13/2022,16549,13.38,CUSP
4/13/2022,17938,264.81,SUNGLASS HUT
4/13/2022,18637,12.19,NEIMAN MARCUS
4/13/2022,19548,8.15,UNDER ARMOUR
4/14/2022,15191,8.04,POTTERY BARN KIDS
4/14/2022,18637,7.18,Vegepod
4/14/2022,19532,290.17,TRIPGIFT
4/15/2022,11066,13.47,THE CHILDRENS PLACE
4/15/2022,12053,11.82,THE CONTAINER STORE
4/15/2022,12594,26.24,HORCHOW
4/15/2022,13894,55.08,GUITAR CENTER
4/15/2022,15169,8.71,FAMOUS FOOTWEAR
4/15/2022,17938,8.46,SIERRA
4/16/2022,11066,6.3,MIRAVAL RESORT & SPA
4/16/2022,12594,17.97,COST PLUS WORLD MARKET
4/16/2022,13202,7.11,CUSP
4/16/2022,14447,31.11,ADIDAS
4/16/2022,16549,108.15,LANDS END HOME
4/16/2022,17938,7.19,L.L. BEAN
4/17/2022,13699,79.43,Crate and Kids
4/17/2022,14447,82.96,Vegepod
4/17/2022,14447,284.75,JOURNEYS/JOURNEYS KIDZ
4/17/2022,14736,6.39,BODY BASICS FITNESS EQUIPMENT
4/17/2022,16549,34.86,BASS PRO SHOPS
4/18/2022,12594,75.56,AEROPOSTALE
4/18/2022,13894,69.92,GAP KIDS
4/18/2022,14447,232.18,SAKS OFF 5TH
4/18/2022,18789,6.51,SHUTTERFLY
4/19/2022,14447,6.59,BASS PRO SHOPS
4/20/2022,11737,483.16,BROWN DERBY INTERNATIONAL WINE
4/20/2022,12594,8.42,POTTERY BARN KIDS
4/20/2022,17938,7.77,GO PLAY GOLF
4/20/2022,19532,17.34,TOURNEAU WATCHES
4/21/2022,13202,138.8,TOURNEAU WATCHES
4/22/2022,13202,14.58,SAKS FIFTH AVENUE
4/22/2022,13894,138.78,BANANA REPUBLIC
4/22/2022,15022,31.82,JOHNSTON & MURPHY
4/22/2022,15191,21.89,1-800-FLOWERS.COM
4/22/2022,18789,88.46,LANDS END
4/22/2022,19202,106.09,STAPLES
4/23/2022,13699,141.27,SUNGLASS HUT
4/23/2022,16549,133.93,KIDS FOOT LOCKER
4/24/2022,12053,140.53,CABELAS
4/24/2022,19532,58.53,ENCORE LAS VEGAS
4/25/2022,11066,33.23,BROOKS BROTHERS
4/25/2022,13894,67.89,WYNN LAS VEGAS
4/25/2022,15169,74.12,PRO AM GOLF USA
4/25/2022,19202,7.66,FOOT LOCKER
4/26/2022,14736,14.12,COST PLUS WORLD MARKET
4/26/2022,15022,88.85,Vegepod
4/26/2022,15022,252.33,WEST ELM
4/26/2022,15169,5.97,FOOT LOCKER
4/26/2022,15191,126.54,BASS PRO SHOPS
4/26/2022,15191,144.51,THE HOME DEPOT
4/26/2022,17938,120.4,TALBOTS
4/27/2022,12053,15.54,BANANA REPUBLIC
4/27/2022,13894,27.35,FAMOUS FOOTWEAR
4/27/2022,14736,12.69,BANANA REPUBLIC
4/27/2022,14736,51.57,NIKE
4/27/2022,15191,37.23,SIERRA
4/27/2022,16549,56.14,SPAFINDER WELLNESS 365
4/27/2022,19532,141.08,SAKS FIFTH AVENUE
4/28/2022,11066,78.97,TOURNEAU WATCHES
4/28/2022,12053,144.11,TOURNEAU WATCHES
4/28/2022,13202,6.55,PBTEEN
4/28/2022,13699,169.76,SAKS OFF 5TH
4/28/2022,18637,66.48,LANDS END HOME
4/29/2022,11737,10.96,PRO AM GOLF USA
4/29/2022,14447,17.22,SHUTTERFLY
4/29/2022,15022,73.19,EDDIE BAUER
4/29/2022,17622,67.29,HOMESENSE
4/29/2022,17622,170.22,UNDERGROUND BY JOURNEYS
4/29/2022,19532,123.42,POTTERY BARN
4/29/2022,19532,556.65,ZAPPOS.COM
4/30/2022,11066,50.34,BODY BASICS FITNESS EQUIPMENT
4/30/2022,12053,68.55,CABELAS
4/30/2022,13894,7.28,BANANA REPUBLIC
4/30/2022,15022,67.96,PBTEEN
4/30/2022,18789,37.18,AMERICAN EAGLE
4/30/2022,19532,168.04,MARSHALLS
5/1/2022,12594,112.35,LAST CALL
5/1/2022,15022,148.3,ATHLETA
5/1/2022,16549,75.18,Vegepod
5/1/2022,17938,15.35,JCPENNEY
5/1/2022,19532,15.52,GUITAR CENTER
5/2/2022,13894,51.69,Wayfair.com
5/2/2022,15022,175.28,THE CONTAINER STORE
5/2/2022,19548,221.97,MIRAVAL RESORT & SPA
5/3/2022,13202,182.89,SHI BY JOURNEYS
5/3/2022,13699,27.81,NEIMAN MARCUS
5/3/2022,16549,132.47,T.J. MAXX
5/3/2022,17622,25.17,JCPENNEY
5/3/2022,18637,87.19,THE HOME DEPOT
5/3/2022,19532,406.86,BODY BASICS FITNESS EQUIPMENT
5/4/2022,11066,37.96,LANDS END HOME
5/4/2022,11737,55.98,COST PLUS WORLD MARKET
5/4/2022,12053,15.33,GO PLAY GOLF
5/4/2022,13202,119.29,FOOT LOCKER
5/4/2022,13202,223.95,TALBOTS
5/4/2022,13894,26.61,UNDERGROUND BY JOURNEYS
5/4/2022,14447,9.64,Wayfair.com
5/4/2022,14736,6.34,BUILD A BEAR WORKSHOP
5/4/2022,15191,5.7,PLEASANT HOLIDAYS
5/4/2022,18637,66.38,SEPHORA
5/4/2022,18789,18.37,CRATE AND BARREL
5/4/2022,19532,51.32,EXPRESS/EXPRESS MEN
5/5/2022,11066,72.66,TRIPGIFT
5/5/2022,12053,80.11,BATH & BODY WORKS
5/5/2022,12594,262.22,SEPHORA
5/5/2022,13202,21.7,AEROPOSTALE
5/5/2022,14736,31.65,SPAFINDER WELLNESS 365
5/5/2022,15022,103.81,YANKEE CANDLE
5/5/2022,15169,8.11,MACYS
5/5/2022,16549,10.13,YANKEE CANDLE
5/5/2022,17622,11.96,ADIDAS
5/6/2022,11737,15.98,LANDS END HOME
5/6/2022,12594,63.91,AEROPOSTALE
5/6/2022,13699,86.81,SAKS OFF 5TH
5/6/2022,15022,54.53,SIERRA
5/7/2022,11737,30.81,BUILD A BEAR WORKSHOP
5/7/2022,14447,9.86,LANDS END HOME
5/7/2022,15169,72.81,L.L. BEAN
5/7/2022,15191,6.86,TRIPGIFT
5/7/2022,15191,132.21,SEPHORA
5/7/2022,18789,21.2,CARNIVAL CRUISE LINES
5/8/2022,12053,32.44,T.J. MAXX
5/8/2022,14447,78.23,1-800-FLOWERS.COM
5/8/2022,15022,80.36,Crate and Kids
5/8/2022,15169,5.64,Vegepod
5/8/2022,15169,17.71,JTV
5/9/2022,11066,8.82,SALLY BEAUTY
5/9/2022,11066,108.68,POTTERY BARN KIDS
5/9/2022,14736,52.34,JCPENNEY
5/9/2022,18789,29.84,BODY BASICS FITNESS EQUIPMENT
5/9/2022,19532,87.89,SUNGLASS HUT
5/10/2022,11066,69.19,FRONTGATE
5/10/2022,14736,168.06,PRO AM GOLF USA
5/10/2022,15191,245.26,BATH & BODY WORKS
5/10/2022,16549,82.41,DILLARDS
5/10/2022,17622,38.58,1-800-FLOWERS.COM
5/10/2022,18789,75.74,TALBOTS
5/11/2022,14447,191.42,SHI BY JOURNEYS
5/11/2022,17938,76.11,HOMEGOODS
5/11/2022,18637,57.67,PRO AM GOLF USA
5/11/2022,18789,68.01,GO PLAY GOLF
5/11/2022,18789,184.71,WEST ELM
5/11/2022,19532,63.74,FOOT LOCKER
5/11/2022,19548,119.53,CRUTCHFIELD
5/12/2022,12053,101.54,CUSP
5/12/2022,12053,136.49,SAKS FIFTH AVENUE
5/12/2022,12594,283.11,WYNN LAS VEGAS
5/12/2022,14736,137.77,NIKE
5/12/2022,17622,114.69,ATHLETA
5/13/2022,12053,15.94,Nautica
5/13/2022,12594,8.71,POTTERY BARN KIDS
5/13/2022,17938,180.04,PRO AM GOLF USA
5/13/2022,19532,116.86,LANDS END HOME
5/14/2022,12053,13.52,SUNGLASS HUT
5/14/2022,12053,144.63,Fanatics
5/14/2022,12053,195.22,BANANA REPUBLIC
5/14/2022,12594,52.08,Wayfair.com
5/14/2022,13699,18.42,PBTEEN
5/14/2022,14736,105.92,FRONTGATE
5/14/2022,16549,17.87,LANDS END HOME
5/14/2022,18637,146.95,MIRAVAL RESORT & SPA
5/15/2022,11737,34.84,L.L. BEAN
5/15/2022,12594,75.72,Nautica
5/15/2022,14736,6.79,FURNITURE REWARDS
5/15/2022,17622,10.48,BANANA REPUBLIC
5/15/2022,19548,21.25,CELEBRITY CRUISES
5/17/2022,12594,87.43,JTV
5/18/2022,11066,57.1,SALLY BEAUTY
5/18/2022,12594,189.05,THE HOME DEPOT
5/18/2022,13202,197.38,FOOT LOCKER
5/18/2022,17938,12.82,MACYS
5/18/2022,18789,5.25,CUSP
5/19/2022,12053,23.89,LANE BRYANT
5/19/2022,14736,140.98,ADIDAS
5/19/2022,14736,277.78,FRONTGATE
5/19/2022,15022,74.04,JOURNEYS/JOURNEYS KIDZ
5/19/2022,15022,123.42,BANANA REPUBLIC
5/19/2022,19202,119.82,OLD NAVY
5/20/2022,13699,140.75,PRO AM GOLF USA
5/20/2022,16549,102.39,SHI BY JOURNEYS
5/20/2022,18637,37.42,Vegepod
5/21/2022,11066,172.66,THE CHILDRENS PLACE
5/21/2022,12594,137.68,T.J. MAXX
5/21/2022,15169,89.89,ENCORE LAS VEGAS
5/21/2022,15191,59.46,UNDER ARMOUR
5/22/2022,13202,81.34,LANDS END
5/22/2022,13894,74.83,TOURNEAU WATCHES
5/22/2022,14447,9.83,TALBOTS
5/22/2022,14447,74.11,L.L. BEAN
5/22/2022,16549,24.22,UNIQUE TRAVEL CORP.
5/22/2022,17938,21.68,SEPHORA
5/22/2022,17938,58.16,JOURNEYS/JOURNEYS KIDZ
5/22/2022,18637,77.83,LAST CALL
5/22/2022,18637,403.74,LANDS END HOME
5/22/2022,19548,255.04,BROOKS BROTHERS
5/23/2022,12053,14.13,CHAMPS
5/23/2022,15191,33.77,GUITAR CENTER
5/24/2022,14736,11.31,EDDIE BAUER
5/24/2022,14736,13.06,BASS PRO SHOPS
5/24/2022,17622,64.27,NEIMAN MARCUS
5/24/2022,19548,139.44,COST PLUS WORLD MARKET
5/25/2022,14736,20.76,L.L. BEAN
5/25/2022,15169,69.21,EXPRESS/EXPRESS MEN
5/25/2022,15191,233.08,CUSP
5/25/2022,18637,22.66,CABELAS
5/26/2022,11737,7.07,TALBOTS
5/26/2022,15169,85.61,BODY BASICS FITNESS EQUIPMENT
5/27/2022,12053,20.18,1-800-FLOWERS.COM
5/27/2022,13202,5.62,BROWN DERBY INTERNATIONAL WINE
5/27/2022,13894,27.45,THE CONTAINER STORE
5/27/2022,18789,5.81,HOMEGOODS
5/27/2022,19532,6.93,BROWN DERBY INTERNATIONAL WINE
5/27/2022,19548,110.91,EDDIE BAUER
5/28/2022,11066,79.63,GUITAR CENTER
5/28/2022,12053,97.41,Nautica
5/28/2022,14447,25.1,ENCORE LAS VEGAS
5/28/2022,15191,133.89,ENCORE LAS VEGAS
5/28/2022,18637,144.57,DILLARDS
5/28/2022,18637,504.11,POTTERY BARN
5/29/2022,12053,62.93,STAPLES
5/29/2022,14736,8.79,KIDS FOOT LOCKER
5/29/2022,15022,16.84,ATHLETA
5/29/2022,16549,77.98,TOURNEAU WATCHES
5/29/2022,16549,185.92,MIRAVAL RESORT & SPA
5/30/2022,11066,25.87,YANKEE CANDLE
5/30/2022,11066,52.25,UNDER ARMOUR
5/30/2022,11737,205.71,NEIMAN MARCUS
5/30/2022,12053,13.69,AMERICAN EAGLE
5/30/2022,13202,456.86,CRUTCHFIELD
5/30/2022,19548,5.75,JOHNSTON & MURPHY
5/31/2022,11737,16.22,EXPRESS/EXPRESS MEN
5/31/2022,13699,9.5,WILLIAMS-SONOMA
5/31/2022,13894,400.72,CUSP
5/31/2022,15022,24.84,LANDS END
5/31/2022,17622,132.84,1-800-FLOWERS.COM
5/31/2022,17938,5.98,GUITAR CENTER
5/31/2022,17938,98.9,OLD NAVY
5/31/2022,18637,9.18,Fanatics
5/31/2022,18789,8.23,CUSP
5/31/2022,19548,26.14,PBTEEN
6/1/2022,11066,65.15,THE CONTAINER STORE
6/1/2022,11737,12.35,UNDER ARMOUR
6/1/2022,12594,253.39,JOURNEYS/JOURNEYS KIDZ
6/1/2022,14447,27.14,BROOKS BROTHERS
6/1/2022,15169,7.9,SAKS OFF 5TH
6/1/2022,15191,60.24,THE CONTAINER STORE
6/1/2022,17622,15.95,GUITAR CENTER
6/1/2022,18789,5.43,GO PLAY GOLF
6/1/2022,19548,179.27,GUITAR CENTER
6/2/2022,11737,53.06,WYNN LAS VEGAS
6/2/2022,11737,53.45,SHI BY JOURNEYS
6/2/2022,13202,53.32,BANANA REPUBLIC
6/2/2022,13699,12.49,CUSP
6/2/2022,15169,18.72,LANDS END
6/2/2022,17622,123.47,CRATE AND BARREL
6/2/2022,19548,84.36,TALBOTS
6/2/2022,19548,128.6,ADIDAS
6/3/2022,12053,32.56,FURNITURE REWARDS
6/3/2022,13894,89.47,MARSHALLS
6/3/2022,14447,7.56,CHARITY CHOICE
6/3/2022,15169,73.19,GO PLAY GOLF
6/3/2022,18789,80.62,OLD NAVY
6/4/2022,11066,6.78,YANKEE CANDLE
6/4/2022,11066,59.42,HOMESENSE
6/4/2022,11737,50.82,Vegepod
6/4/2022,11737,51.55,Wayfair.com
6/4/2022,11737,448.51,GO PLAY GOLF
6/5/2022,11066,247.45,JOURNEYS/JOURNEYS KIDZ
6/5/2022,13202,82.9,SALLY BEAUTY
6/5/2022,14736,243.31,Nautica
6/5/2022,15191,446.87,JOURNEYS/JOURNEYS KIDZ
6/6/2022,12053,255.44,EDDIE BAUER
6/6/2022,14736,5.09,STAPLES
6/6/2022,15169,13.48,FOOT LOCKER
6/6/2022,15191,87.67,DILLARDS
6/6/2022,17938,36.59,HOMEGOODS
6/7/2022,11066,106.45,COST PLUS WORLD MARKET
6/7/2022,12053,28.52,PLEASANT HOLIDAYS
6/7/2022,12594,12.09,HOMESENSE
6/7/2022,14736,248.14,BANANA REPUBLIC
6/7/2022,16549,5.79,WEST ELM
6/7/2022,17622,6.44,CRUTCHFIELD
6/7/2022,19202,37.51,L.L. BEAN
6/7/2022,19532,36.48,CHAMPS
6/8/2022,11066,132.08,BROOKS BROTHERS
6/8/2022,12053,6.56,TRIPGIFT
6/8/2022,12053,82.18,SIERRA
6/8/2022,14736,29.38,JOURNEYS/JOURNEYS KIDZ
6/8/2022,16549,24.14,PRO AM GOLF USA
6/9/2022,11737,57.22,LANDS END HOME
6/9/2022,12594,24.99,BODY BASICS FITNESS EQUIPMENT
6/9/2022,13202,6.81,DILLARDS
6/9/2022,13894,80.83,POTTERY BARN KIDS
6/9/2022,14447,8.21,LANE BRYANT
6/9/2022,15169,16.4,MACYS
6/9/2022,16549,32.32,LANE BRYANT
6/9/2022,17938,14.64,TALBOTS
6/9/2022,18789,81.83,CHAMPS
6/10/2022,11737,168.93,BROOKS BROTHERS
6/10/2022,13202,111.17,CRUTCHFIELD
6/10/2022,13894,86.03,HOMESENSE
6/10/2022,13894,136.66,WILLIAMS-SONOMA
6/10/2022,18637,6.11,TALBOTS
6/10/2022,19548,82.47,FAMOUS FOOTWEAR
6/10/2022,19548,119.39,CHARITY CHOICE
6/11/2022,12053,11.8,SAKS OFF 5TH
6/11/2022,17622,12.58,JOURNEYS/JOURNEYS KIDZ
6/11/2022,18789,186.9,BASS PRO SHOPS
6/12/2022,13699,39.52,JOURNEYS/JOURNEYS KIDZ
6/12/2022,13699,93.14,DILLARDS
6/12/2022,15022,23.98,Fanatics
6/12/2022,15169,153.76,GO PLAY GOLF
6/12/2022,17622,107.92,FRONTGATE
6/12/2022,18789,33.89,UNDER ARMOUR
6/12/2022,19202,176.45,CRUTCHFIELD
6/13/2022,13699,82.89,BANANA REPUBLIC
6/13/2022,15191,265.63,CABELAS
6/13/2022,16549,225.05,SUNGLASS HUT
6/13/2022,17622,28.89,Nautica
6/13/2022,18637,449.4,ENCORE LAS VEGAS
6/14/2022,12053,70.91,SUNGLASS HUT
6/14/2022,13894,103.3,Crate and Kids
6/14/2022,14736,6.55,SALLY BEAUTY
6/14/2022,14736,80.42,TRIPGIFT
6/14/2022,16549,9.92,MIRAVAL RESORT & SPA
6/14/2022,19532,219.39,CARNIVAL CRUISE LINES
6/15/2022,13202,26.9,BROOKS BROTHERS
6/15/2022,13894,131.51,SEPHORA
6/15/2022,14447,79.59,AEROPOSTALE
6/15/2022,14736,30.96,CRATE AND BARREL
6/15/2022,15022,9.93,AEROPOSTALE
6/15/2022,15022,52.67,GAP KIDS
6/15/2022,15191,14.8,ZAPPOS.COM
6/15/2022,17622,18.95,CB2
6/15/2022,17622,30.65,EXPRESS/EXPRESS MEN
6/15/2022,17938,8.02,HOMESENSE
6/15/2022,18789,28.76,SAKS OFF 5TH
6/15/2022,19548,11.1,ENCORE LAS VEGAS
6/16/2022,13202,138.55,SHUTTERFLY
6/16/2022,13699,72.69,ATHLETA
6/16/2022,13894,258.38,CRATE AND BARREL
6/16/2022,16549,253.18,T.J. MAXX
6/16/2022,17622,16.23,BANANA REPUBLIC
6/16/2022,17938,66.99,Crate and Kids
6/16/2022,18637,68.56,STAPLES
6/16/2022,19202,250.13,Crate and Kids
6/17/2022,13894,117.08,POTTERY BARN KIDS
6/17/2022,14736,76.39,CARNIVAL CRUISE LINES
6/17/2022,15022,5.82,WEST ELM
6/17/2022,18789,130.85,STAPLES
6/17/2022,19202,78.83,ENCORE LAS VEGAS
6/18/2022,17938,53.77,JOHNSTON & MURPHY
6/18/2022,18637,465.27,SIERRA
6/19/2022,13202,15.23,SUNGLASS HUT
6/19/2022,15191,182.67,LANE BRYANT
6/19/2022,17622,16.7,FAMOUS FOOTWEAR
6/19/2022,18789,22.35,SUNGLASS HUT
6/19/2022,18789,27.67,PBTEEN
6/20/2022,11066,130.06,GAP KIDS
6/20/2022,11737,7.76,BUILD A BEAR WORKSHOP
6/20/2022,12594,7.59,STAPLES
6/20/2022,15022,208.54,HOMEGOODS
6/20/2022,15191,52.41,Fanatics
6/20/2022,16549,120.88,BODY BASICS FITNESS EQUIPMENT
6/20/2022,18637,13.88,SUNGLASS HUT
6/21/2022,11737,116.16,TALBOTS
6/21/2022,13202,83.16,JTV
6/21/2022,14447,14.76,SALLY BEAUTY
6/21/2022,17622,9.49,UNDER ARMOUR
6/21/2022,19548,34.1,EXPRESS/EXPRESS MEN
6/22/2022,13202,246.17,BASS PRO SHOPS
6/22/2022,13699,169.83,Nautica
6/22/2022,15191,75.34,MASTERCUTS
6/22/2022,16549,246.43,MASTERCUTS
6/22/2022,17938,67.69,MARSHALLS
6/22/2022,19202,79.38,LANE BRYANT
6/22/2022,19532,29.59,SAKS FIFTH AVENUE
6/23/2022,13202,174.75,SIERRA
6/23/2022,14447,15.31,CHAMPS
6/23/2022,14447,35.03,FOOT LOCKER
6/23/2022,16549,16.7,PRO AM GOLF USA
6/24/2022,11066,181.49,BUILD A BEAR WORKSHOP
6/24/2022,13202,65.42,JOHNSTON & MURPHY
6/24/2022,14736,5.2,Wayfair.com
6/24/2022,15022,58.01,BODY BASICS FITNESS EQUIPMENT
6/24/2022,15169,23.26,MACYS
6/24/2022,15191,53.96,SUNGLASS HUT
6/24/2022,18637,121.85,MACYS
6/24/2022,18789,55.92,Wayfair.com
6/25/2022,11737,5.44,ADIDAS
6/25/2022,13202,120.48,POTTERY BARN KIDS
6/25/2022,13699,24.38,LANDS END HOME
6/25/2022,14447,83.74,PLEASANT HOLIDAYS
6/25/2022,17938,89.66,LANE BRYANT
6/25/2022,17938,125.91,EDDIE BAUER
6/25/2022,18637,34.99,PLEASANT HOLIDAYS
6/25/2022,19548,89.65,Nautica
6/26/2022,13699,9.25,SHUTTERFLY
6/26/2022,13894,13.85,MASTERCUTS
6/26/2022,14736,9.94,CUSP
6/26/2022,15169,8.12,PBTEEN
6/26/2022,15191,154.38,CRATE AND BARREL
6/26/2022,18637,140.45,SPAFINDER WELLNESS 365
6/27/2022,12053,57.06,HOMEGOODS
6/27/2022,12594,37.56,GAP KIDS
6/27/2022,15022,13.17,1-800-FLOWERS.COM
6/27/2022,18637,81.8,Vegepod
6/28/2022,15169,14.19,JTV
6/28/2022,15169,70.25,WILLIAMS-SONOMA
6/28/2022,19532,55.66,PLEASANT HOLIDAYS
6/28/2022,19532,57.45,OLD NAVY
6/29/2022,14447,18.53,1-800-FLOWERS.COM
6/29/2022,17938,11.97,EXPRESS/EXPRESS MEN
6/29/2022,18789,89.37,NIKE
6/29/2022,19202,33.39,PBTEEN
6/29/2022,19202,64.84,MASTERCUTS
6/29/2022,19548,31.92,THE CONTAINER STORE
6/30/2022,12594,107.85,SHUTTERFLY
6/30/2022,15022,141.76,CELEBRITY CRUISES
6/30/2022,17622,70.12,STAPLES
6/30/2022,19548,34.7,PLEASANT HOLIDAYS
7/1/2022,13894,250.82,MIRAVAL RESORT & SPA
7/1/2022,16549,24.66,TRIPGIFT
7/1/2022,19548,9.07,CRATE AND BARREL
7/2/2022,11737,5.17,LANDS END HOME
7/2/2022,11737,16.63,UNIQUE TRAVEL CORP.
7/2/2022,12053,17.74,SIERRA
7/2/2022,12594,18.14,POTTERY BARN KIDS
7/2/2022,13699,9.67,BROWN DERBY INTERNATIONAL WINE
7/2/2022,14736,30.4,AMERICAN EAGLE
7/3/2022,11066,465.7,EXPRESS/EXPRESS MEN
7/3/2022,13202,56.68,BASS PRO SHOPS
7/3/2022,13894,81,ENCORE LAS VEGAS
7/3/2022,14736,6.05,BUILD A BEAR WORKSHOP
7/3/2022,15022,29.91,ENCORE LAS VEGAS
7/3/2022,18637,50.69,Wayfair.com
7/3/2022,19202,89.85,PBTEEN
7/3/2022,19532,216.83,FAMOUS FOOTWEAR
7/4/2022,11066,10.35,CARNIVAL CRUISE LINES
7/4/2022,11066,21.03,TALBOTS
7/4/2022,11737,17.89,UNDERGROUND BY JOURNEYS
7/4/2022,12594,36.92,SUNGLASS HUT
7/4/2022,13894,24.61,AMERICAN EAGLE
7/4/2022,14736,31.6,SHUTTERFLY
7/5/2022,11066,26.11,ENCORE LAS VEGAS
7/5/2022,11066,35.89,NIKE
7/5/2022,13699,12.43,MASTERCUTS
7/5/2022,14736,29.34,ZAPPOS.COM
7/5/2022,15022,5.89,JTV
7/5/2022,15022,111.59,JOHNSTON & MURPHY
7/6/2022,13894,76.45,Crate and Kids
7/6/2022,14736,35.59,CABELAS
7/6/2022,15022,11.6,JCPENNEY
7/6/2022,17938,10.69,CABELAS
7/6/2022,19202,11.02,LAST CALL
7/7/2022,12594,89.38,UNDERGROUND BY JOURNEYS
7/7/2022,13699,63.8,MASTERCUTS
7/7/2022,15169,234.92,Fanatics
7/7/2022,19548,107.26,BATH & BODY WORKS
7/8/2022,12053,84.01,BUILD A BEAR WORKSHOP
7/8/2022,12594,23.51,CRUTCHFIELD
7/8/2022,14736,16.56,UNIQUE TRAVEL CORP.
7/8/2022,16549,22.06,JTV
7/8/2022,17622,9.62,CRATE AND BARREL
7/9/2022,12053,9.1,LANE BRYANT
7/9/2022,13202,55.28,HOMESENSE
7/9/2022,14736,11.2,TALBOTS
7/9/2022,15169,68.49,BROWN DERBY INTERNATIONAL WINE
7/9/2022,16549,440.18,CHAMPS
7/9/2022,17622,116.27,CELEBRITY CRUISES
7/10/2022,11066,18.64,BROOKS BROTHERS
7/10/2022,11737,74.39,COST PLUS WORLD MARKET
7/10/2022,12594,26.77,CRATE AND BARREL
7/10/2022,14736,62.53,THE CHILDRENS PLACE
7/10/2022,15191,15.33,SUNGLASS HUT
7/10/2022,18637,59.89,LAST CALL
7/10/2022,18789,143.01,SAKS FIFTH AVENUE
7/10/2022,19202,11.97,COST PLUS WORLD MARKET
7/11/2022,12594,81.43,PBTEEN
7/11/2022,17622,119.97,FURNITURE REWARDS
7/11/2022,18637,78.53,STAPLES
7/12/2022,13894,5.19,NEIMAN MARCUS
7/12/2022,14447,86.95,PLEASANT HOLIDAYS
7/12/2022,17622,18.51,OLD NAVY
7/13/2022,11066,6.83,THE CHILDRENS PLACE
7/13/2022,13894,61.04,BROWN DERBY INTERNATIONAL WINE
7/13/2022,14736,274.28,SALLY BEAUTY
7/13/2022,17938,21.52,1-800-FLOWERS.COM
7/13/2022,17938,223.04,MACYS
7/13/2022,19532,63.86,ENCORE LAS VEGAS
7/13/2022,19548,108.56,Fanatics
7/14/2022,12594,132.32,CB2
7/14/2022,13699,13.77,BUILD A BEAR WORKSHOP
7/14/2022,15191,17.65,POTTERY BARN KIDS
7/14/2022,18637,33.29,EDDIE BAUER
7/14/2022,19202,9.64,WILLIAMS-SONOMA
7/15/2022,13202,479.88,CABELAS
7/15/2022,13699,26.49,SHI BY JOURNEYS
7/15/2022,16549,14.2,LANDS END HOME
7/15/2022,17938,50.28,POTTERY BARN KIDS
7/15/2022,17938,75.51,THE HOME DEPOT
7/15/2022,19532,82.08,THE CONTAINER STORE
7/16/2022,11066,105.28,JTV
7/16/2022,15022,88.31,PBTEEN
7/16/2022,17622,29.45,SIERRA
7/16/2022,17938,56.36,JOURNEYS/JOURNEYS KIDZ
7/17/2022,13202,277.9,LANE BRYANT
7/17/2022,13699,87.15,MASTERCUTS
7/17/2022,15169,8.63,BROWN DERBY INTERNATIONAL WINE
7/17/2022,18637,10.81,SPAFINDER WELLNESS 365
